"tweets","class"
"@USER -PRON- be not qualified to be a politician and that be why -PRON- vote for -PRON- how can anyone believe the fail Democratic Party as all thi agenda be to discredit a successful President and economy also here be the idiot that give IRAN million to support terrorist",1
"@USER @USER actually -PRON- get gun control and gun grabber dance on -PRON- grave immediarely use -PRON- for political fodder . accuse NRA instead of remove Sheriff & amp ; RUNCIE who get pay by Obama 's Promise Program to not arrest KIDS b / c -PRON- be RACIST "" """,1
"@USER that be exactly what -PRON- ass get lmaoo",1
"@USER -PRON- be a true idiot ! ! really scary people will vote -PRON- to DC in November ! ! !",1
"@USER @USER crush -PRON- Beto ! ! ! make -PRON- look like the idiot -PRON- be .",1
"@USER FUCK",1
"@USER Boatload of crap !",1
"@USER @USER @USER have -PRON- ever see ANTIFA burn college campus and trash -PRON- any time a conservative come to speak ? educate -PRON- please !",1
"@USER @USER @USER @USER @USER and guy like -PRON- be the fat yokel .",1
"@USER -PRON- will see more and more shocking vigilante style justice like this . liberal on these court be out of control . swamp creature in DC beware . start serve the U.S. citizen 1st . lot of feed up Americans across this great country of -PRON- . url",1
"@USER Shit ...",1
"@USER god damn -PRON- be so fucking valid",1
"-PRON- love -PRON- when a plan come together ☺ ️ # maga # nexit url",1
"@USER @USER this be a big deal . Hatch have to be embarrassed . oh yeah -PRON- be senile and can not find the bathroom by -PRON- .",1
"@USER @USER just because -PRON- be the elect president "" , do not mean -PRON- have earn -PRON- . when -PRON- start serve the people of -PRON- country , then by all mean ..... -PRON- shall be well desrerve . when -PRON- serve thos who -PRON- have hide in -PRON- pocket , give -PRON- a break . -PRON- can keep your commander . """,1
"@USER Nigga keep tryna play both side lol",1
"@USER -PRON- be a courageous intelligent woman who know the crap that people will say - -PRON- be stand up to some evil and powerful and ruthless man who will stop at nothing to destroy -PRON- and -PRON- testimony",1
"@USER Happy 1stbirthday to savage(songs from a Broken World ) ! this time lst yr -PRON- drop in -PRON- door and damn do -PRON- do some shit ! 🎶 Little do -PRON- all know the ride -PRON- be go to take -PRON- and -PRON- as fan on . thank -PRON- for this masterpiece ! # garynuman # Savage # no2album url",1
"@USER Smh nigga dat shit go take -PRON- far u tweak out 🤦 🏼‍ ♂ ️ 💯",1
"@USER @USER TRUMP be a fucking ASSHOLE and if you think OTHERWISE then your an idiot . my friend in PR be HURT . you are the one that NEEDS to get educate . -PRON- EDUCATE MYSELF EVERYDAY -PRON- talk to them EVERYDAY . SO STFU",1
"@USER @USER forget that @USER call @USER a con man and a KKK supporter ... -PRON- actually vote   for @USER do not that sum up how truly unqualified -PRON- be for Florida",1
"@USER wow @USER -PRON- be so cute",1
"@USER @USER WTH Dude ! ! ! seriously ..... -PRON- be go to CRITIQUE this ? ! ?   take -PRON- sorry liberal self to an Antifa protest",1
"@USER @USER   Chicago~~ nearly 100 year of crooked Democrat leadership & amp ; some of the strict gun control in the nation and Dopey Durbin attempt to lay the blame at the foot of Republicans 🤔 🤔 MAKE no MISTAKE DEMOCRATS # youbuiltthis # ChicagoDeathToll",1
"@USER @USER @USER -PRON- do scare all Americans with ur fake democratic platform . -PRON- ’ mainly ur corrupt GOP ethic that be the problem . GOP be ok with support pedofile treason & amp ; voter suppression . Dems actually want improve health care for all sensible gun control & amp ; to help the little guy",1
"@USER @USER excuse -PRON- ? -PRON- get what -PRON- have before the hurricane .   expect tract house when -PRON- have lean to 's and expect honorable people liketrump with the corruption -PRON- continue to vote in ? ! ? wake up .   -PRON- be flush the swamp here and -PRON- need to flush -PRON- swamp there .",1
".@USER if -PRON- Constituents support -PRON- -PRON- be as craven as -PRON- be . if -PRON- do not -PRON- need to vote him out ! url",1
"@USER because -PRON- could not even begin to respond since -PRON- can not speak in full sentence and -PRON- word be so limited",1
"@USER @USER this be a poor comparison . Jay Z literally say -PRON- fuck nas ' baby mom and leave the condom on -PRON- daughter baby seat . Cardi and nicki be fight for what ?",1
"@USER -PRON- be kid no one . -PRON- paper towel throw stunt be see around the world . -PRON- look the ridiculous clown yet again . and -PRON- as a nation be scorn for the epic fail of a rescue mission to Puerto Rico .",1
"@USER Good ..   -PRON- be the one that seem sexist",1
"@USER @USER @USER @USER -PRON- be a disgrace defend the wrong doing by ANC umdala kangaka yhuuu",1
"Ms Fords have make a # MAGA mistake ! how will -PRON- escape the truth which be go to be that -PRON- useless lie will not stop us from # ConfirmJudgeKavanaugh # MondayMotivaton # MAGA # wwg1wga # WalkAway # walkawayfromdemocrats2018 url",1
"@USER @USER @USER @USER @USER @USER if -PRON- put any claim that that ambulance chaser be in anyway anything by a shyster -PRON- be a fool big than -PRON- be",1
"@USER omg fuck -PRON- life sis",1
"@USER dnc corruption url",1
"@USER and -PRON- should face consequence .",1
"@USER @USER and this be not consider hate speech for the liberal .   if a republican say that about democrats the MSM would be raise 10 kind of hell    the hypocrisy be to be expect now",1
"@USER @USER do nicki even know who -PRON- be ? ? ? dreamdoll a whole bully",1
"@USER @USER -PRON- also think -PRON- ’ a success do nothing about gun control with kid be murder in -PRON- school by people who have no need to possess gun !",1
"@USER -PRON- be right -PRON- be a sorry little man ...",1
"@USER @USER -PRON- guess -PRON- do not know when -PRON- be talk to a proud boy and when -PRON- be talkin to an antifa . -PRON- be pro antifa . which be -PRON- ?",1
"* live in Chicago    * think gun control work   😂 😂 😂 😂 😭 url",1
"@USER thank Vince -PRON- fucker . no need to hold out and chance that client miss -PRON- .",1
"@USER time to vote and spit in the eye of all these liberal",1
"@USER who do not support -PRON- ? well question be why in hell would -PRON- believe someone when liberal be lie 24/7 ? Shit a california professor recently attack a man with a lock in a sock ... how many woman have fake attack on -PRON- sense the election ?",1
"@USER hopefully -PRON- do not get shoot because of Repug inaction on gun control .",1
"@USER @USER @USER gross and disgusting and reveal response - do -PRON- not care if -PRON- own daughter come home and say that -PRON- think -PRON- be go to die while someone try to rape -PRON- . -PRON- be one sick person condone that will participate in that for one minute . not -PRON- America ! ! !",1
"@USER same shit lmaaaaoooo . i be just make sure !",1
"@USER @USER but that ’ not convenient for Democrats who must destroy a man in front of -PRON- wife and child for the sake of power- power that allow -PRON- to weaponize the FBI - CIA- NSA -IRS- all use against conservative ! !",1
"@USER -PRON- literally tell -PRON- that -PRON- think -PRON- be be "" a fake nice bitch "" url",1
"@USER -PRON- be a complete idiot",1
"@USER @USER the Stinking media say Antifa and Code Pink be black radical ... every one -PRON- ever see be a racist White Democrat and -PRON- blame -PRON- violence on black ..... bad stuff",1
"but but # Beeto have the drunk Drivers who leave the Scene of an Accident vote all sew up ! # maga @user # TxSen url",1
"@USER -PRON- be the bad speaker ever !",1
"@USER I`m with -PRON- jr.she be nothing . don`t waste -PRON- time on human waste !",1
"@USER the album be bore for -PRON- 🤒 the way -PRON- ass take forever to make -PRON- and -PRON- be not even close to all that djsjsjjs i could not",1
"@USER @USER -PRON- be probably a millionaire now and once -PRON- get pay all that money to slander and ruin someone name -PRON- go away because -PRON- do not want to get sue   for slander / libel . the Democrat Party pay a lot of money to get people to make false accusation against conservative .",1
"@USER @USER Climate change be a myth . Gun control be unconstitutional . Gestapo ? "" what a stupid thing to say . -PRON- be uphold law that have be on the book since 1996 . dumbass """,1
"@USER there be an entire faction dedicate to the idea that school shooting be all fake to try to get gun control law pass .",1
"@USER @USER @USER -PRON- think -PRON- be just antifa who stand up against fascist ? all decent people will . look through history . the flabby bigot will run with -PRON- tail between -PRON- leg like that always do .",1
"@USER yeah - because ANTIFA be nothing but violent thug who assault anyone and everything .",1
"@USER @USER player should stand up and be count like soccer player URL",1
"@USER -PRON- be just mad because of the POS that -PRON- be could not do crap except divide this country .",1
"@USER who TF this white devil Jersey shore bitch ?",1
"@USER -PRON- hope -PRON- show how to plug a bullet hole ? People be get feed up with mommy warrior and bad thing be go to happen to Antifa soon if -PRON- be not reign in",1
"* pat tear * gosh ..... dammit * sniff * * sigh * -PRON- baby- * sniff * -PRON- just do not deserve this 💔 😭 . -PRON- be so precious and i- url",1
"@USER when do -PRON- post on conservative declare Ford a liar without evidence ? url",1
"@USER @USER all 20 of -PRON- !   hardly a problem until the Antifa of hundred show up .... for what !    to riot and destroy ! ! !",1
"@USER all this division in -PRON- nation be utter nonsense .",1
"@USER me BITCH -PRON- WILL",1
"@USER what -PRON- fail to realize be that if even 10 % of Trump supporter decide to use force to protest like the lunatic left do now -PRON- will be like White Sleeves and Antifa soy boy . -PRON- really do not want to keep up this level of rhetoric .",1
"@USER give -PRON- a fricking break .   -PRON- be bad than the Southern Baptist with a pagan idolatrous .",1
"@USER oh shit",1
"@USER the fact that -PRON- be still a nominee be disgusting",1
"@USER poor old Rudy -PRON- be as full of shit as a Christmas Goose .",1
"@USER @USER grab -PRON- by the pussy ! ! !   what be the problem ?",1
"@USER Hey Ladies watch -PRON- on Saturday night with Jesse keep up the good work and -PRON- right about Jon Voight -PRON- be a Gods man and bless -PRON- heart for stand up for the President mean evil people out -PRON- who be mad and dangerous -PRON- all want hope and Change for America",1
"@USER be all -PRON- liberal idiot ?",1
"@USER @USER unfortunately gun control be long game and the house always win .",1
"@USER this stupid game -PRON- be play be not go to work and Kavanaugh WILL be CONFIRMED !   # confirmkavanaughnow # MAGA # TRUMPSTRONG # AMERICAFIRST # DRAINTHESWAMP # VOTEREPUBLICAN # TRUMPSTRONG # WINNING 🇺 🇸 🇺 🇸 🇺 🇸",1
"@USER climb up the chart in Christian Music ... only to wither as a fig on a tree as a false prophet . that be @USER",1
"-PRON- # fanatical # sycophant # religious # extremist be so # fucking close   to get another # WhiteSupremacist # evangelical on the # SupremeCourt   to overturn # RoevWade   Would not -PRON- just suck to have the rug pull out   from underneath -PRON- foot # MAGA ?    # Fuckoff # Gilead # Kavanaugh url",1
"@USER vote no on Kavanaugh . -PRON- have commit perjury . -PRON- have dodgy financial . -PRON- think the President be above the law . -PRON- think contraceptive be abortion induce drug . -PRON- be too extreme for the SC .",1
"@USER sick of white neo liberal speak for black people say -PRON- all love Hillary . -PRON- be so delude . -PRON- ’ like -PRON- just rep ' black life matter ' so -PRON- can appear wake enough to keep rail against Bernie supporter . because -PRON- know -PRON- do not care b4 Hillary lose 2 trump",1
"@USER Fuck -PRON- bad leslie i def add -PRON- tho ! Lmao -PRON- be give -PRON- to ypu now",1
"@USER @USER LMAOOO fucking love -PRON- see -PRON- hottie soon xox",1
"@USER let -PRON- guess -PRON- be a victim of circumstance . but heaven forbid if -PRON- get shoot for rob the place all -PRON- moron liberal would be scream gun control . how about kid control or upbringe control of self control .",1
"@USER @USER @USER @USER @USER -PRON- lose -PRON- virginity this process have be turn into a clown show protestor democrats pay for be unethical there hate show in everyway TRUMP denounce Natzi group   and bad on both side which be true but democrat refuse to denounce Antifa a democratic domestic terror-",1
"@USER @USER right ? ! -PRON- wanna know why -PRON- on the phone call the police anyway ? what do -PRON- do "" ? Fuckin "" run -PRON- over Rhonda "" lol """,1
"@USER and when -PRON- meet -PRON- look at -PRON- and say -PRON- be in charge in -PRON- be -PRON- bitch . even though -PRON- know that -PRON- be a Domme and be there in that capacity . -PRON- try to control the situation and take over and -PRON- have to shut -PRON- down and get the hell out of there so -PRON- do not get hurt .",1
"@USER -PRON- ’ because -PRON- be evil ! !",1
"@USER @USER serve the BASTARDS right !",1
"@USER @USER Indoctrinated 🐑 program to believe everything # MSM # Propaganda tell -PRON- to .. the left be the nutcase . "" act stupid in a Senate hearing , antifa . hate fill """,1
"@USER Fool !",1
"@USER yes bitch 😭 😭 😭 😭",1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER -PRON- never talk about gun control in any form .",1
"@USER @USER "" blame -PRON- opponent of the thing -PRON- be guilty of "" - this pope be a satanist",1
"maybe in 2020 ( if Trump be still around ) the democratic challenger will invite all the woman Trump have threaten or rape to the debate . # fear # BobWoodward # theresistance # magats # maga url",1
"@USER come on Texas -PRON- know -PRON- not ready to hand over -PRON- gun to liberal !",1
"@USER how ? -PRON- can not just say "" wrong "" with no evidence for why -PRON- be . -PRON- say -PRON- agree with Sargon -PRON- be pretty much every subject but gun control and healthcare . that ’ not what a centrist believe .",1
"@USER God dang ! do not -PRON- break campaign finance law ? why be not -PRON- in jail ? ? do not -PRON- promise to move out of the US ? ? ? why will not -PRON- just go away ? ? ! !",1
"@USER @USER @USER @USER @USER @USER nobody want to take -PRON- gun , -PRON- just want gun control of what gun -PRON- will allow -PRON- to have "" . """,1
"@USER yeap -PRON- be politically a lame duck already dead politically",1
"@USER Hatred of the man make people like this fool say thing like this . not reality .",1
"@USER good to see -PRON- hosting of the Emmys ' bomb . seem only liberal like no humor . -PRON- will not be ask back . career killer . -PRON- be Da rating tank bomb . now go celebrate with -PRON- liberal pal .",1
"# Police ? # Banter Training ?   oh -PRON- God ! Fools and Tools .   # MAGA # mega # mbga # mcga # Conservatives # patriot url",1
"6 more white boy stand up for -PRON- every day Ms. .@user   -PRON- think the poster add speshul emphasis . do not -PRON- ?   # MAGA # WWG1WGA url",1
"@USER -PRON- be sexy as fuck babygirl 🔥 🔥 🔥",1
"# RoseanneBarr never hide -PRON- # Racism inexcusable but -PRON- know # liberal sink -PRON- because of # MuslimBrotherhood comment # Priorities # blacklivesmatter -PRON- must # Unite to end # Racism . # RoseanneBarr have be an open # racist for decade . 100 inexcusable . # pcliberal # WakeUP end # Racism url",1
"@USER -PRON- be fake news",1
"@USER @USER -PRON- be lose -PRON- mind",1
"@USER that guy have a legit case . Trump be not fuck up the sexual orientation law yet so dude need to take -PRON- to court . and -PRON- say that as someone who describe -PRON- as -PRON- be not one of those ' -PRON- be going to Sue ! ' People "" . """,1
"@USER @USER @USER @USER @USER @USER @USER @USER whereas -PRON- be almost a year late in try to demonstrate -PRON- give a toss about woman ’s right + need under the law . -PRON- be a disgrace + an embarrassment to # Keele + the legal profession Alex . prioritise the right of sexual predator over -PRON- victim damage -PRON- & gt ; URL",1
"# Republicans moral be strong than # Democrat # liberal   evidence by try to stop Liberals from abort -PRON- out of existence   -PRON- be the right thing to do    even though let -PRON- kill off -PRON- young so Natural Selection would win would benefit -PRON- more   # MAGA # kag """,1
"@USER Ummm -PRON- can not hear what -PRON- hear because -PRON- be not bat poop crazy like -PRON- be .",1
"@USER Liberal Dictionary : -Illegal immigrant : Dreamers -Trump Supporters : deplorable -MS-13 Killers : human Beings -Human Beings in the Womb : not Human Beings -Antifa : protestor -Law abide NRA member : Terrorists -Bill Clinton : Feminist -Brett Kavanaugh : predator",1
"@USER -PRON- ’ a cocky SOB who need to be bring down to -PRON- knee",1
"@USER @USER right ... disgusting ! -PRON- can not tell if these acc be a man or woman but -PRON- / -PRON- be sick .",1
"this guy be a disgusting little perv . # MAGA url",1
"@USER @USER -PRON- be a Republican . do -PRON- actually expect any different . and as far as -PRON- call the opposition money a bribe -PRON- should be use to that by now bribe that be",1
"@USER @USER -PRON- be dickmatize",1
". @USER all -PRON- have to say be -PRON- # TasteTheBARBIERAINBOW & amp ;   facial expression be everything -PRON- see -PRON- 👀 # ROMAN this video be # LEGENDARY you are a fucking # icon # barbiedreamsvideo url",1
"@USER @USER @USER yes but -PRON- do not help with the make up story about -PRON- . -PRON- should not of call football player SOB . but -PRON- be right about illegal immigration . -PRON- can not support the entire nation . rule need to change .",1
"@USER -PRON- be way more creepier and say way more stupid thing url",1
"@USER the really frightening thing be that plenty of Antifa be stupid enough to believe this be true . -PRON- would put a bet on the first one to try -PRON- be a woman Antifa . -PRON- seem to be the most stupid and more willing to vitue signal -PRON- way into an early grave .",1
"@USER @USER @USER character assassination and intimidation be two of the favorite weapon Liberals use against those who do not agree with -PRON- . Some(like Ms Waters ) promote violence & amp ; support Antifa ( who have actually state -PRON- want to kill Trump and -PRON- supporter ) . skeptical ? .lol @USER",1
"@USER Eirc Holder : a friken idiot",1
"the # Child-#Rape Assembly line url via @USER -PRON- can not # trust a # catholic # priest . -PRON- can not trust a # jewish # rabbi - why do -PRON- let these # people have # secret ?   # GreatAwakening # MAGA @USER",1
"@USER come eat -PRON- 🤤 😍 🍽 😖",1
"@USER @USER because -PRON- advocate for   -gun control -mass immigration   -cultural Marxism    -PRON- be a tool for jewish globalist",1
"@USER then -PRON- must condemn antifa and BLM who spew hate and fear toward the police",1
"@USER just the fact that # StopKavanagh REPEATEDLY attempt to block the abortion for an undocumented immigrant ( which -PRON- want ) tell -PRON-    -PRON- be unfit to serve on the Supreme Court .    -PRON- do not need a person who cherrypick what law will or will not be respect .   @USER",1
"@USER @USER that be not at all plausible . tory and Labour have access to that building . More tory have a problem with -PRON- than Labour and there be more tory . -PRON- could have be a leftist "" but there be more tory suspect . -PRON- be pretty abusive for someone argue the left be abusive """,1
"@USER @USER if -PRON- speak Spanish ? MS-13   Muslim ? terrorist   black person ? should have comply    hold a dissent opinion ? emotional   snowflake   Gun control ? Nazi   republican put people in internment camp ? PATRIOT   think -PRON- leave -PRON- human right at the boarder ? PATRIOT   -PRON- be tired",1
"@USER @USER steroid and pill mix in with -PRON- alcohol that be a little bit of a big nightmare or bad dream right there ... ANTI - suicide law and gun control license for EACH GUN PLEASE walk into a cop station   url",1
"@USER endorse felon "" ah yes and who be felon most likely to be ? ? ? ? this shit remind of when bernie say Chicago be "" different "" to Vermont in regard to what gun control be need . """,1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER this lady be a grade a idiot or a complete and total liar .   -PRON- have call -PRON- on most of -PRON- bullshit . anyone with half a brain know what -PRON- be spew be crap .",1
"@USER BETO be for GUN control ! ! ! in TEXAS that do not hunt . -PRON- be a liberal just like picante sauce from New Jersey 😜    REMEMBER the ALAMO !   keep Texas Red 🇺 🇸",1
"@USER Ford be a liar & amp ; a ultra left wing radical working with George Soros & amp ; other such as Antifa & amp ; the Dem party have know -PRON- all along .",1
"@USER -PRON- be a cancer though . suspend for like 3 year and then be late to practice when -PRON- ’ able to play again . Can -PRON- blame -PRON- for cut -PRON- when -PRON- suck anyways ?",1
"@USER @USER @USER @USER @USER @USER Matthew - -PRON- be a Lefty genius .   go live in Syria , Assad be a much nice "" guy than Trump .   u will like -PRON- there . 🤣 lot of "" human right "" no racism , no sexism .   tell -PRON- how u get on . 🤣 💩 💩 😆   @USER",1
"@USER Friggen crook .",1
"@USER Most liberal know deep down that -PRON- be oppressive and misogynistic but that be well than be a racist Islamophobe which be what -PRON- be accord to liberal if -PRON- dare speak out against -PRON- .   this be how low the standard for debate be on topic like this .",1
"@USER @USER -PRON- be such an A - hole . Sad .",1
"@USER -PRON- be by far the most pretentious little try - hard housemate in there this year . so cringeworthy . # BBUK",1
"@USER bitch better serve",1
"@USER -PRON- try to remember ? -PRON- do not under -PRON- joke . -PRON- lobe conservative like -PRON- because -PRON- so inept .",1
"12 hotel guest kill in Corpus Christi with 9 mm Ruger P89 . the NRA call gun control research ' unethical ' .",1
"@USER @USER @USER -PRON- be a walking talk lie ..   that ’ why .",1
"@USER stop say this shit -PRON- be not go to do -PRON- shrio -PRON- have to fight this depression -PRON- can not let -PRON- take -PRON- half of -PRON- life be -PRON- hide -PRON- emotion everyone think -PRON- be happy but deep down -PRON- want to end -PRON- all but -PRON- do not let depression beat -PRON- -PRON- keep fight .",1
"@USER -PRON- work for @USER before -PRON- fire -PRON- for -PRON- comment on the View . -PRON- be inconsistent all over the damn place .",1
"@USER @USER @USER @USER Obama claim robust economy belong to -PRON- and Pelosi blame bad economy "" on Trump . these dem dolt be schizo . """,1
"@USER @USER @USER still think -PRON- matter . 🙄 😆 😂",1
"@USER @USER @USER @USER @USER -PRON- be a fascist pig . now go report -PRON- to -PRON- shitty Twitter so -PRON- will be remove .",1
"@USER so what ur say be that -PRON- be in fact chicken shit and -PRON- be eat chicken shit URL",1
"@USER -PRON- blame @USER for incite violence and -PRON- should be hold accountable ! -PRON- be a despicable disgrace .",1
"@USER liberal with -PRON- lie again .",1
"@USER police state tyrant liberal love the word dangerous "" when gaslighte -PRON- sheep . """,1
"@USER @USER @USER @USER Obama will be remember as the man that destroy libya . imagine if mi6 or cia give blm or antifa gun and wage war vs trump . then -PRON- control the msm and say trump use chemical weapon to legalize -PRON- coup . the blood be on obama hand .",1
"@USER -PRON- think -PRON- be black . but thank God the police here behave professionally . -PRON- be SCARY !",1
"@USER @USER lmao @ the WORLD league viewership compare to league of legend or overwatch or cs : go . main issue be that the format be shit and the game be on console . so -PRON- need to fix one of -PRON- . console could be turn into an advantage uf u capture the attention of Joe Shmo",1
"@USER @USER Lol 🤣 🤣 🤣 every gf and ein track . whole ass album pahh",1
"@USER @USER @USER @USER somehow -PRON- doubt that statistic -PRON- just make up in -PRON- head . url",1
"@USER @USER @USER Fuck -PRON- ...   if -PRON- dare then why do not -PRON- choose any other granth .. haha .. m sure -PRON- be look for some publicity .. Bible or kuran . whatever -PRON- intention be but -PRON- do a drama . May be -PRON- want to start any business that require public intention .",1
"@USER @USER -PRON- ’ make a gun control shift as well . check -PRON- talk point from last cycle .",1
"@USER guess the robber do not know about all of NYC 's gun control law",1
"@USER moral ?   -PRON- mean like abort an infant ? falsely accuse people ?   Antifa violence ?   censor free speech on campus ?   looting ?   lie as -PRON- fill the Deep State ?   those moral ?",1
"@USER -PRON- be dead so um irrelevant & amp ; -PRON- be murder .",1
"@USER Fascist always control the medium .",1
"@USER -PRON- be about as useless as a tit on a hog just say 😎",1
"@USER still well than Spanish -PRON- be so fucking boring and the teacher grade -PRON- base on how sexually active -PRON- be 😒",1
"@USER @USER -PRON- do not put this much thought into antifa goon rip downtown seattle apart every holiday",1
"@USER there be more good people than criminal .   if the good people be armed the criminal will not stand a chance .   in the USA the city with the high violent crime rate be those with the strict gun control .   the Swiss be all armed and train - violent crime be rare .",1
"@USER but really .... well hold on . let -PRON- go comment on some girl photo with -PRON- boob hangin out . 🙃",1
"# tcot # MAGA complacency kill . vote in November url",1
"@USER the judge and some other guy need to come out and say -PRON- be lover and have be since high school . that would really fuck with liberal . 😎",1
"@USER @USER   Trump do not understand -PRON- job ? Trump will go down as the most successful and Obama and -PRON- entire admin as most corrupt",1
"@USER @USER Sareena be wrong to behave like this . that be not racist just truth . -PRON- do not want -PRON- child watch this behavior .",1
"@USER @USER @USER except when -PRON- come to tyrone Woodley . lol -PRON- eat -PRON- word eh dan . 45 min about how great till be and why Woodley be not that great . what happen bud ? some fucking expert . 74 - 1 . Stfu dan hardy .",1
"@USER who would buy a book write by such a total classless Porn star ! -PRON- will tell -PRON- who Democrats and liberal",1
"@USER a hypocritical stance .",1
"@USER @USER @USER @USER -PRON- be not sad . -PRON- be fuck angry ...     angry that the GOP be embrace fascism . -PRON- grandfather be Antifa from 1942 - 1945 . -PRON- be follow in -PRON- footstep .   -PRON- friend do not die in vain for nothing . URL",1
"@USER about 20 of -PRON- motherfucker ‼️",1
"@USER @USER @USER OMG what fuckin ' kind of this beauty TT",1
"@USER @USER another sheep lead to the slaughter the left be eat there own !",1
"@USER -PRON- think -PRON- should be go after Sen Feinstein if -PRON- really care -PRON- would not have sit on this issue and make -PRON- political .   -PRON- be use -PRON- like all democratic power seeker be careful who -PRON- sell -PRON- soul too",1
"@USER -PRON- be the bad",1
"@USER @USER @USER   this be because Japan have a pm with COMMON SENSE & amp ; FORESIGHT . -PRON- do not pander to Muslims like MAY do . TORY POLITICAL SUICIDE - G.E. 2020 😄 url @USER ex TORY",1
"no . -PRON- respect -PRON- for stick up for -PRON- wife but let -PRON- not forget that -PRON- be run around scream MAGA & amp ; say slavery sound like an option to -PRON- . URL",1
"@USER Patrick ass ? ?",1
"@USER IK never do . -PRON- be liar .",1
"@USER @USER @USER hi would   -PRON- come to ENGLAND and have time of -PRON- life -PRON- want be disappoint -PRON- will give -PRON- a orgasim like nothing -PRON- have get probably in -PRON- past life -PRON- will make -PRON- piss -PRON- many time as -PRON- like so if -PRON- be interested call or inbox -PRON- 07405077156 WhatsApp",1
"@USER @USER @USER @USER @USER cannot CONTAIN HIMSELF that be why he be UNWELCOME AT a SCHOOL without an escort ( and a hall pass ) .   -PRON- be well behind his OPPONENT in -PRON- re - election campaign . @USER can not work well or play well with other .   it be time for a CHANGE !   @USER   district d",1
"@USER @USER ' unintentionally ' u fukin pedo .",1
"@USER @USER -PRON- be clear that Trump be President and hillary still can not accept that . too bad ' ause -PRON- be there for 6 more year . # MAGA",1
"@USER do soooo much well than the big Zero and -PRON- loser",1
"@USER @USER in the criminal world of the democrats & amp ; liberal this be exactly how -PRON- work ! !",1
"@USER @USER @USER @USER @USER hey # sickholder be -PRON- the dirty filthy greasy cheesy negarrrr who be in contempt of Congress ? do not open -PRON- mouth -PRON- be extremely stink .",1
"@USER @USER @USER reckon -PRON- be upset about Wacky Wednesdays because the boy tell -PRON- -PRON- be absolutely go to be a Mad Monday this time ?",1
"@USER @USER Omg no . -PRON- have no idea wtf -PRON- be say . -PRON- ’ like a pink sheet stock that keep reverse splitting . Will eventually be worthless to everyone . but hey may keep dream . -PRON- all need dream .",1
"@USER please tell -PRON- this will be stream somehow . -PRON- be go to absolutely wipe the floor with Totally an actual human Ted Cruz .",1
"@USER get away from these lie toxic people !",1
"@USER @USER true but the constant talk from the left about common sense gun control every time and yet not one valid proposal",1
"@USER big corrupt lie piece of   s * * * 💩 there ever be !",1
"@USER what the fuck be wrong with -PRON- ?",1
"@USER hey BEE ITCH you WILL be indict and WILL go to GITMO",1
"@USER @USER @USER -PRON- be a terrible person .",1
"@USER because Gutierrez be corrupt and so be the union there .",1
"@USER @USER # MAGA ... oh ... and fvkk you !   Judge Kavanaugh 's no more ambitious "" than some old MuttaFuttah like -PRON- who be be in GD Senate for the past millenium . """,1
"@USER @USER yep . -PRON- have to produce this article to shut up the liberal .",1
"@USER do not forget the deletion of all of -PRON- social medium ( no doubt anti - trump pro Antifa ) . why be no - one ask why -PRON- can not fix a year or day ? be -PRON- genuinely that gullible ? -PRON- have one "" beer and "" somehow "" end up in a bedroom ? implausible . """,1
"@USER @USER Everything be a crisis for these conservative . the only real crisis -PRON- have notice be the complete destruction of the Conservative Party .",1
"@USER @USER no -PRON- be not ! -PRON- have all say -PRON- could speak in or out of the public & amp ; -PRON- should be hear ! stop spread lie ! of course u liberal think u should just ruin -PRON- life with no evidence",1
"@USER @USER @USER @USER @USER @USER @USER this woman be a vile example of the far left lunacy . -PRON- be use the Alinsky , rule for Radicals Handbook . "" no matter what u have to do , ( lie , steal , use violence etc . ) u must destroy the conservative . -PRON- lack character & amp ; have no moral code . """,1
"@USER @USER @USER @USER -PRON- be two nutcase . obviously . url",1
"@USER //xD well the suffering -PRON- go through and all the terrible shit -PRON- see end up make -PRON- pretty insane ( -PRON- think -PRON- already see that from certain thing -PRON- post XD ) but hey at least -PRON- be only insane to bad guy !",1
"@USER @USER @USER -PRON- should consider gang squad unit . -PRON- should consider control the dope epidemic . -PRON- should consider a lot of thing . but the loosing left would disagree and just scream gun control",1
"@USER @USER @USER that do not change the fact that Muslim Linda Sarsour deliberately sow hate and division . -PRON- be a fraud who pretend to support woman 's right . do -PRON- protest Islam 's discrimination of woman . no .",1
"@USER fake news . .",1
"@USER i fully can not remember -PRON- s just always gettimg -PRON- into shit like -PRON- never stop cause government base chaos i wish -PRON- would calm down",1
"@USER be -PRON- say -PRON- will become another victim of the Clinton ’s ?",1
"@USER Fake News",1
"@USER because -PRON- be an idiot !   # MAGA",1
"# kavanaughconfirmationhearing Crazy Dick Durbin use the confirmation hearing to try and push gun control . -PRON- be use this hearing to make speech and push an agenda . the whole thing have be a circus of Democrats push an agenda while vow to vote no on confirmation .",1
"@USER typical sore loser -PRON- be as always ! piece of shit !",1
